gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
SETSIP,0.04,False,0.0,0.02
PRR20B,0.04,False,0.0,0.02
KRTAP10-11,0.04,False,0.0,0.02
PRR20A,0.04,False,0.0,0.02
GYPA,0.04,False,0.0,0.02
OR10S1,0.04,False,0.0,0.02
SPATA31G1,0.04,False,0.0,0.02
TAAR9,0.04,False,0.0,0.02
TMEM89,0.04,False,0.0,0.02
KRT4,0.04,False,0.0,0.02
OR4N5,0.04,False,0.0,0.02
PRR27,0.04,False,0.0,0.02
OR13H1,0.04,False,0.0,0.02
SERPINA4,0.04,False,0.0,0.02
UFC1,0.04,False,0.0,0.02
MSGN1,0.04,False,0.0,0.02
TGIF2LY,0.04,False,0.0,0.02
OR6F1,0.04,False,0.0,0.02
SERPINA10,0.04,False,0.0,0.02
OR11H2,0.04,False,0.0,0.02
DUX4,0.04,False,0.0,0.02
SPRR4,0.04,False,0.0,0.02
TPRX2,0.04,False,0.0,0.02
LRRC19,0.04,False,0.0,0.02
OR9G4,0.04,False,0.0,0.02
CT47A5,0.04,False,0.0,0.02
PKD2L1,0.04,False,0.0,0.02
OR4C13,0.04,False,0.0,0.02
CIMIP4,0.04,False,0.0,0.02
CLEC1B,0.04,False,0.0,0.02
OR6V1,0.04,False,0.0,0.02
ADGRF3,0.04,False,0.0,0.02
LALBA,0.04,False,0.0,0.02
TSHZ2,0.04,False,0.0,0.02
POTEM,0.04,False,0.0,0.02
ZSCAN5C,0.04,False,0.0,0.02
CHAD,0.04,False,0.0,0.02
HIGD1C,0.04,False,0.0,0.02
BAMBI,0.04,False,0.0,0.02
FOXB1,0.04,False,0.0,0.02
TGIF2LX,0.04,False,0.0,0.02
ZNG1C,0.04,False,0.0,0.02
C16orf90,0.04,False,0.0,0.02
OR51Q1,0.04,False,0.0,0.02
PIGB,0.04,False,1.0,0.02
H2BW1,0.04,False,0.0,0.02
FAM47B,0.04,False,0.0,0.02
NKX3-1,0.04,False,0.0,0.02
ZNF335,0.04,False,0.0,0.02
SHOX,0.04,False,0.0,0.02
PAX4,0.04,False,0.0,0.02
DNAJB8,0.04,False,0.0,0.02
GAGE12J,0.04,False,0.0,0.02
CFAP90,0.04,False,0.0,0.02
PRORY,0.04,False,0.0,0.02
BPY2C,0.04,False,0.0,0.02
OR10J3,0.04,False,0.0,0.02
BPY2B,0.04,False,0.0,0.02
MPIG6B,0.04,False,0.0,0.02
OR51B6,0.04,False,0.0,0.02
SLC22A24,0.04,False,0.0,0.02
FAM187B,0.04,False,0.0,0.02
OR8K5,0.04,False,0.0,0.02
SMIM1,0.04,False,0.0,0.02
DAW1,0.04,False,0.0,0.02
GAGE12B,0.0,False,0.0,0.02
SLC52A1,0.0,False,0.0,0.02
OR2C3,0.0,False,0.0,0.02
TEKTL1,0.0,False,0.0,0.02
OR2T11,0.0,False,0.0,0.02
NCR2,0.0,False,0.0,0.02
PANX3,0.0,False,0.0,0.02
HSPB2,0.0,False,0.0,0.02
STATH,0.0,False,0.0,0.02
TSKS,0.0,False,0.0,0.02
ADH7,0.0,False,0.0,0.02
H4C11,0.0,False,0.0,0.02
LRRC47,0.0,False,0.0,0.02
PRMT2,0.0,False,0.0,0.02
ENTPD8,0.0,False,0.0,0.02
TMPRSS11A,0.0,False,0.0,0.02
ESRP1,0.0,False,0.0,0.02
LCE3C,0.0,False,0.0,0.02
CREB3L3,0.0,False,0.0,0.02
TRIM13,0.0,False,0.0,0.02
FRG1,0.0,False,0.0,0.02
ANKRD2,0.0,False,0.0,0.02
KRTAP9-6,0.0,False,0.0,0.02
CPSF4L,0.0,False,0.0,0.02
KRTAP19-6,0.0,False,0.0,0.02
RFX6,0.0,False,0.0,0.02
NCR1,0.0,False,0.0,0.02
SULT1C3,0.0,False,0.0,0.02
OR2T3,0.0,False,0.0,0.02
ABHD8,0.0,False,0.0,0.02
LEUTX,0.0,False,0.0,0.02
LGALS7,0.0,False,0.0,0.02
TMPRSS15,0.0,False,0.0,0.02
SMCO3,0.0,False,0.0,0.02
FAM47C,0.0,False,0.0,0.02
SPATA31A3,0.0,False,0.0,0.02
OR13D1,0.0,False,0.0,0.02
SHBG,0.0,False,0.0,0.02
ADAM7,0.0,False,0.0,0.02
OR5H8,0.0,False,0.0,0.02
OR2AG1,0.0,False,0.0,0.02
TP53TG3E,0.0,False,0.0,0.02
SIX3,0.0,False,0.0,0.02
KLK3,0.0,False,0.0,0.02
AHRR,0.0,False,0.0,0.02
OR52N2,0.0,False,0.0,0.02
KRTAP13-2,0.0,False,0.0,0.02
OR4D1,0.0,False,0.0,0.02
NAT8B,0.0,False,0.0,0.02
A4GNT,0.0,False,0.0,0.02
GPX3,0.0,False,0.0,0.02
KRTAP27-1,0.0,False,0.0,0.02
SLITRK6,0.0,False,0.0,0.02
C16orf78,0.0,False,0.0,0.02
HNMT,0.0,False,0.0,0.02
ZNRF4,0.0,False,0.0,0.02
OR6C1,0.0,False,0.0,0.02
GAGE12H,0.0,False,0.0,0.02
POLR3B,0.0,False,0.0,0.02
RHOXF2B,0.0,False,0.0,0.02
ZC3H11C,0.0,False,0.0,0.02
FOXI1,0.0,False,0.0,0.02
CIMIP7,0.0,False,0.0,0.02
OR13C2,0.0,False,0.0,0.02
CEACAM18,0.0,False,0.0,0.02
NCCRP1,0.0,False,0.0,0.02
OR14A16,0.0,False,0.0,0.02
SPACA1,0.0,False,0.0,0.02
RBMXL3,0.0,False,0.0,0.02
GOLGA8F,0.0,False,0.0,0.02
WDR64,0.0,False,0.0,0.02
TLX2,0.0,False,0.0,0.02
BPIFB1,0.0,False,0.0,0.02
CYP2C19,0.0,False,0.0,0.02
PRM1,0.0,False,0.0,0.02
CIMIP6,0.0,False,0.0,0.02
CKM,0.0,False,0.0,0.02
TAAR8,0.0,False,0.0,0.02
ANP32D,0.0,False,0.0,0.02
ASB17,0.0,False,0.0,0.02
PPP1R3A,0.0,False,0.0,0.02
SMN2,0.0,False,0.0,0.02
NIT1,0.0,False,0.0,0.02
CEACAM8,0.0,False,0.0,0.02
XKR9,0.0,False,0.0,0.02
CCER1,0.0,False,0.0,0.02
KLRF2,0.0,False,0.0,0.02
CCDC172,0.0,False,0.0,0.02
RGPD1,0.0,False,0.0,0.02
BSPRY,0.0,False,0.0,0.02
BPIFA1,0.0,False,0.0,0.02
RHCG,0.0,False,0.0,0.02
INSRR,0.0,False,0.0,0.02
FNDC8,0.0,False,0.0,0.02
TPO,0.0,False,0.0,0.02
RXFP2,0.0,False,0.0,0.02
TBC1D3,0.0,False,0.0,0.02
DEFB136,0.0,False,0.0,0.02
DHRS7,0.0,False,0.0,0.02
OR6C70,0.0,False,0.0,0.02
CSKMT,0.0,False,0.0,0.02
CST9L,0.0,False,0.0,0.02
OBP2A,0.0,False,0.0,0.02
P2RX2,0.0,False,0.0,0.02
DEFB131A,0.0,False,0.0,0.02
DIO3,0.0,False,0.0,0.02
TAS2R7,0.0,False,0.0,0.02
FAM90A11,0.0,False,0.0,0.02
OR52E5,0.0,False,0.0,0.02
PGC,0.0,False,0.0,0.02
SSX7,0.0,False,0.0,0.02
OR4F4,0.0,False,0.0,0.02
OR52D1,0.0,False,0.0,0.02
PRDM7,0.0,False,0.0,0.02
TM4SF19,0.0,False,0.0,0.02
LAGE3,0.0,False,0.0,0.02
H2BC6,0.0,False,0.0,0.02
SSU72L6,0.0,False,0.0,0.02
CCDC28A,0.0,False,0.0,0.02
NUTM2G,0.0,False,0.0,0.02
CT47A8,0.0,False,0.0,0.02
OXT,0.0,False,0.0,0.02
USP17L18,0.0,False,0.0,0.02
DEFA3,0.0,False,0.0,0.02
SLC5A8,0.0,False,0.0,0.02
KCNA10,0.0,False,0.0,0.02
CLDN17,0.0,False,0.0,0.02
CLRN2,0.0,False,0.0,0.02
KRTAP2-4,0.0,False,0.0,0.02
ADAM30,0.0,False,0.0,0.02
OC90,0.0,False,0.0,0.02
OR5T3,0.0,False,0.0,0.02
PRR15,0.0,False,0.0,0.02
BTBD18,0.0,False,0.0,0.02
IFNB1,0.0,False,0.0,0.02
PLGLB2,0.0,False,0.0,0.02
TEX50,0.0,False,0.0,0.02
PYROXD1,0.0,False,0.0,0.02
GLOD5,0.0,False,0.0,0.02
B4GALT3,0.0,False,0.0,0.02
PLCZ1,0.0,False,0.0,0.02
TNFRSF17,0.0,False,0.0,0.02
CCDC192,0.0,False,0.0,0.02
SUN3,0.0,False,0.0,0.02
CDKL4,0.0,False,0.0,0.02
NRG4,0.0,False,0.0,0.02
TEX13A,0.0,False,0.0,0.02
SERPINA2,0.0,False,0.0,0.02
PRELID3B,0.0,False,0.0,0.02
OR12D2,0.0,False,0.0,0.02
OR2T4,0.0,False,0.0,0.02
NARF,0.0,False,0.0,0.02
DPPA5,0.0,False,0.0,0.02
PGAM4,0.0,False,0.0,0.02
TEX51,0.0,False,0.0,0.02
MS4A18,0.0,False,0.0,0.02
ACP1,0.0,False,0.0,0.02
TBX22,0.0,False,0.0,0.02
SPINT3,0.0,False,0.0,0.02
NXPE2,0.0,False,0.0,0.02
LRRC72,0.0,False,0.0,0.02
RSPH6A,0.0,False,0.0,0.02
OR4M1,0.0,False,0.0,0.02
NANOGNB,0.0,False,0.0,0.02
OR4C3,0.0,False,0.0,0.02
CRYAA,0.0,False,0.0,0.02
OR1D4,0.0,False,0.0,0.02
OR6A2,0.0,False,0.0,0.02
OR4C46,0.0,False,0.0,0.02
ELOA2,0.0,False,0.0,0.02
H1-1,0.0,False,0.0,0.02
CORIN,0.0,False,0.0,0.02
EXD1,0.0,False,0.0,0.02
APOC3,0.0,False,0.0,0.02
OR13C9,0.0,False,0.0,0.02
GSTA3,0.0,False,0.0,0.02
SFTA2,0.0,False,0.0,0.02
CSHL1,0.0,False,0.0,0.02
SLC4A1,0.0,False,0.0,0.02
DCAF4,0.0,False,0.0,0.02
TIMM23,0.0,False,0.0,0.02
PF4V1,0.0,False,0.0,0.02
H2BC18,0.0,False,0.0,0.02
OR2T10,0.0,False,0.0,0.02
CDADC1,0.0,False,0.0,0.02
TMIGD1,0.0,False,0.0,0.02
TSHB,0.0,False,0.0,0.02
CD207,0.0,False,0.0,0.02
KCNRG,0.0,False,0.0,0.02
OR3A1,0.0,False,0.0,0.02
ROPN1,0.0,False,0.0,0.02
UCMA,0.0,False,0.0,0.02
KRTAP12-3,0.0,False,0.0,0.02
FGFR1OP2,0.0,False,0.0,0.02
EFCAB9,0.0,False,0.0,0.02
FOXD1,0.0,False,0.0,0.02
MRPL9,0.0,False,0.0,0.02
PRG2,0.0,False,0.0,0.02
OR8I2,0.0,False,0.0,0.02
KRTAP9-7,0.0,False,0.0,0.02
MUC7,0.0,False,0.0,0.02
ASIP,0.0,False,0.0,0.02
ASB1,0.0,False,0.0,0.02
AKR1C8,0.0,False,0.0,0.02
OR2T33,0.0,False,0.0,0.02
KRTAP21-1,0.0,False,0.0,0.02
REG1B,0.0,False,0.0,0.02
SPINK9,0.0,False,0.0,0.02
OR1B1,0.0,False,0.0,0.02
GNG8,0.0,False,0.0,0.02
AWAT1,0.0,False,0.0,0.02
H2BC3,0.0,False,0.0,0.02
GALNT4,0.0,False,0.0,0.02
DAZ3,0.0,False,0.0,0.02
WDR93,0.0,False,0.0,0.02
SLC36A2,0.0,False,0.0,0.02
FSCN3,0.0,False,0.0,0.02
FCRL4,0.0,False,0.0,0.02
VPS45,0.0,False,0.0,0.02
KLHDC8B,0.0,False,0.0,0.02
OR10G7,0.0,False,0.0,0.02
DEFA1B,0.0,False,0.0,0.02
AMACR,0.0,False,0.0,0.02
OR51T1,0.0,False,0.0,0.02
CCKAR,0.0,False,0.0,0.02
FRG2C,0.0,False,0.0,0.02
PPP1R14D,0.0,False,0.0,0.02
ESD,0.0,False,0.0,0.02
ODF4,0.0,False,0.0,0.02
THRSP,0.0,False,0.0,0.02
SDHAF3,0.0,False,0.0,0.02
SLC17A2,0.0,False,0.0,0.02
UBL4B,0.0,False,0.0,0.02
OR2G6,0.0,False,0.0,0.02
OR13C3,0.0,False,0.0,0.02
COL11A1,0.0,False,0.0,0.02
FCRLA,0.0,False,0.0,0.02
XIAP,0.0,False,0.0,0.02
SMIM10L1,0.0,False,0.0,0.02
SIGLEC14,0.0,False,0.0,0.02
OTX2,0.0,False,0.0,0.02
TEX13B,0.0,False,0.0,0.02
SCGB1C1,0.0,False,0.0,0.02
KRT5,0.0,False,0.0,0.02
SACK1H,0.0,False,0.0,0.02
ARL13A,0.0,False,0.0,0.02
AMELX,0.0,False,0.0,0.02
LCE1C,0.0,False,0.0,0.02
VCX2,0.0,False,0.0,0.02
OR2J1,0.0,False,0.0,0.02
OR13C5,0.0,False,0.0,0.02
ANGPTL5,0.0,False,0.0,0.02
HELT,0.0,False,0.0,0.02
SACK1C,0.0,False,0.0,0.02
MUC17,0.0,False,0.0,0.02
