gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
DRG2,1.0,False,1.0,1.0
OR4K3,0.56,False,1.0,0.65
OR4K2,0.32,False,1.0,0.55
DEFB119,0.52,False,1.0,0.46
GPR101,0.36,False,1.0,0.35
SHFL,0.48,False,1.0,0.33
OR4K1,0.2,False,1.0,0.31
TRIP4,0.4,False,1.0,0.24
SPANXN4,0.28,False,0.0,0.24
OR4A16,0.32,False,0.0,0.22
KRTAP22-1,0.12,False,0.0,0.22
CCT8L2,0.32,False,1.0,0.21
DEFB124,0.4,False,1.0,0.2
OR5M9,0.24,False,0.0,0.2
OR4N2,0.28,False,1.0,0.18
OR2M2,0.12,False,0.0,0.18
OR4K5,0.08,False,0.0,0.18
OR10Q1,0.2,False,0.76,0.16
OR8I2,0.16,False,0.0,0.16
ANKRD62,0.2,False,1.0,0.15
TMEM216,0.6,False,0.72,0.14
GRPEL2,0.56,False,1.0,0.14
TECRL,0.04,False,0.0,0.14
OR4A47,0.2,False,0.52,0.13
GK2,0.08,False,1.0,0.13
OR4F15,0.24,False,0.0,0.12
OR5I1,0.16,False,0.0,0.12
OR4F6,0.12,False,0.0,0.12
CXorf51A,0.12,False,0.0,0.12
SCGB1C2,0.12,False,0.0,0.12
KRTAP21-3,0.08,False,0.0,0.12
TAAR8,0.04,False,0.0,0.12
OR5M8,0.04,False,0.0,0.12
KRT26,0.0,False,0.0,0.12
REM1,0.24,False,1.0,0.11
LRRC10,0.24,False,0.04,0.11
OR10H3,0.2,False,0.0,0.11
OR14J1,0.16,False,0.0,0.11
OR6X1,0.12,False,0.0,0.11
FSBP,0.08,False,0.0,0.11
OR5AC1,0.04,False,0.0,0.11
OR5B17,0.04,False,0.0,0.11
MARCOL,0.04,False,0.0,0.11
NPS,0.04,False,0.0,0.11
OR52E8,0.04,False,0.0,0.11
PTH,0.0,False,0.0,0.11
NUTM2G,0.28,False,0.0,0.1
RXFP3,0.12,False,0.0,0.1
DEFB107A,0.08,False,0.0,0.1
DEFB107B,0.08,False,0.0,0.1
OR6C3,0.08,False,0.0,0.1
OR10W1,0.04,False,0.0,0.1
SMIM35,0.04,False,0.0,0.1
OR6J1,0.04,False,0.0,0.1
KRTAP4-2,0.04,False,0.0,0.1
CDADC1,0.04,False,0.0,0.1
OPN1MW2,0.0,False,0.0,0.1
F8A3,0.32,False,0.0,0.09
LACTBL1,0.28,False,0.0,0.09
FUT5,0.2,False,0.0,0.09
OR4P4,0.2,False,0.0,0.09
OR2M3,0.12,False,0.0,0.09
KRTAP8-1,0.12,False,0.0,0.09
OR8J1,0.12,False,0.0,0.09
KRTAP10-1,0.08,False,0.0,0.09
MOS,0.04,False,0.0,0.09
OR4F4,0.04,False,0.0,0.09
DEFB116,0.04,False,0.0,0.09
KRTAP21-2,0.04,False,0.0,0.09
SMCP,0.04,False,0.88,0.09
OR5AC2,0.0,False,0.0,0.09
FABP9,0.0,False,0.0,0.09
OR5B12,0.0,False,0.0,0.09
GRXCR1,0.0,False,0.0,0.09
OR52B4,0.0,False,0.0,0.09
DEFB105A,0.0,False,0.0,0.09
ANHX,0.0,False,0.0,0.09
H2BC1,0.0,False,0.0,0.09
SPINK2,0.24,False,0.0,0.08
TMEM177,0.2,False,0.44,0.08
RAPSN,0.12,False,0.0,0.08
CT47A7,0.12,False,0.0,0.08
OR2T4,0.12,False,0.0,0.08
OR4F17,0.12,False,0.0,0.08
OR13C4,0.08,False,0.0,0.08
MINDY4B,0.08,False,0.0,0.08
FAM236A,0.08,False,0.0,0.08
OR2V2,0.08,False,0.0,0.08
OR5B3,0.08,False,0.0,0.08
TAAR5,0.08,False,0.0,0.08
SCGB1C1,0.08,False,0.0,0.08
NPVF,0.08,False,0.0,0.08
FAM9A,0.08,False,0.0,0.08
SPATC1L,0.04,False,0.0,0.08
OR56B2,0.04,False,0.0,0.08
CCER1,0.0,False,0.0,0.08
OR4K13,0.0,False,0.0,0.08
LY6G6F,0.0,False,0.0,0.08
OR11G2,0.0,False,0.0,0.08
SYCE3,0.0,False,0.0,0.08
OR52A5,0.0,False,0.0,0.08
LRRC10B,0.24,False,0.0,0.07
C13orf42,0.24,False,0.0,0.07
RNASE9,0.2,False,0.0,0.07
BEST4,0.16,False,0.0,0.07
KRTAP19-8,0.16,False,0.0,0.07
EXOC1L,0.16,False,0.0,0.07
SCP2D1,0.12,False,0.0,0.07
CCDC182,0.12,False,0.0,0.07
C1orf146,0.12,False,0.0,0.07
PPP1R2B,0.08,False,0.0,0.07
OOSP4B,0.08,False,0.0,0.07
OR5AK2,0.04,False,0.0,0.07
GPR50,0.04,False,0.0,0.07
DEFB118,0.04,False,0.0,0.07
TEKTL1,0.04,False,0.0,0.07
IFNA2,0.04,False,0.0,0.07
CT47A8,0.04,False,0.0,0.07
CSHL1,0.04,False,0.0,0.07
OR4D2,0.04,False,0.0,0.07
SPMIP10,0.04,False,0.0,0.07
PLET1,0.0,False,0.0,0.07
OR5T1,0.0,False,0.0,0.07
KRTAP13-4,0.0,False,0.0,0.07
OR9Q2,0.0,False,0.0,0.07
OR6K2,0.0,False,0.0,0.07
OR4C45,0.0,False,0.0,0.07
CLRN2,0.0,False,0.0,0.07
SPDYE10,0.0,False,0.0,0.07
IL9,0.0,False,0.0,0.07
KRTAP2-4,0.0,False,0.0,0.07
PAGE3,0.0,False,0.0,0.07
OR10G8,0.0,False,0.0,0.07
LIMS3,0.0,False,0.0,0.07
CDRT15L2,0.0,False,0.0,0.07
OR6C1,0.0,False,0.0,0.07
OR6V1,0.0,False,0.0,0.07
OR1A2,0.0,False,0.0,0.07
GARIN5A,0.32,False,1.0,0.06
SHISAL2B,0.28,False,0.0,0.06
OR4L1,0.24,False,0.0,0.06
CXorf51B,0.2,False,0.0,0.06
FRG2,0.16,False,0.0,0.06
ATRX,0.16,True,1.0,0.06
DEFB106A,0.16,False,0.0,0.06
GARIN3,0.16,False,0.0,0.06
OR52K1,0.16,False,0.0,0.06
INSC,0.16,False,0.0,0.06
FREM3,0.16,False,0.8,0.06
OR8U1,0.12,False,0.0,0.06
OR4N5,0.12,False,0.0,0.06
ADAMTSL5,0.12,False,0.0,0.06
OR5H15,0.08,False,0.0,0.06
LMX1A,0.08,False,0.8,0.06
XKR6,0.08,False,0.0,0.06
OGFOD3,0.08,False,0.0,0.06
C10orf120,0.08,False,0.0,0.06
ZIM3,0.08,False,0.0,0.06
LCN9,0.08,False,0.08,0.06
OR10H2,0.08,False,0.0,0.06
MYH13,0.08,False,0.0,0.06
KCNK18,0.04,False,0.0,0.06
CT45A6,0.04,False,0.0,0.06
TBC1D3G,0.04,False,0.0,0.06
TP53,0.04,False,0.0,0.06
NKX1-1,0.04,False,0.0,0.06
OR2T6,0.04,False,0.0,0.06
OR2B11,0.04,False,0.0,0.06
C12orf71,0.04,False,0.0,0.06
DEFB125,0.04,False,0.0,0.06
TPD52L3,0.04,False,0.0,0.06
HIGD1C,0.04,False,0.0,0.06
TAF11L14,0.04,False,0.0,0.06
SIGLECL1,0.04,False,0.0,0.06
VHLL,0.04,False,0.0,0.06
IFNA8,0.04,False,0.0,0.06
OR6C68,0.04,False,0.0,0.06
LRRC30,0.04,False,0.0,0.06
NMRAL1,0.04,False,0.0,0.06
OR10G7,0.0,False,0.0,0.06
OR13C7,0.0,False,0.0,0.06
TMEM202,0.0,False,0.0,0.06
FAM170B,0.0,False,0.0,0.06
HELT,0.0,False,0.0,0.06
TEX14,0.0,False,0.0,0.06
IFNL3,0.0,False,0.0,0.06
VPREB3,0.0,False,0.0,0.06
OR11H2,0.0,False,0.0,0.06
SMR3B,0.0,False,0.0,0.06
FAM90A26,0.0,False,0.0,0.06
GNAT1,0.0,False,0.0,0.06
EEF1AKMT1,0.0,False,0.0,0.06
POU4F2,0.0,False,0.0,0.06
ZFR2,0.44,False,0.24,0.05
OR7G3,0.12,False,0.0,0.05
FGF6,0.12,False,0.0,0.05
ZNRF4,0.12,False,0.0,0.05
RUFY4,0.12,False,0.16,0.05
TBC1D21,0.12,False,0.0,0.05
GSTT4,0.12,False,0.0,0.05
PMCH,0.12,False,0.0,0.05
OR1I1,0.08,False,0.0,0.05
OR12D3,0.08,False,0.0,0.05
POU1F1,0.08,False,0.0,0.05
IFNA6,0.08,False,0.0,0.05
TEX44,0.08,False,0.0,0.05
POM121L12,0.08,False,0.0,0.05
KRTAP4-4,0.08,False,0.0,0.05
DAOA,0.08,False,0.0,0.05
RAMACL,0.08,False,0.0,0.05
OR1D2,0.08,False,0.0,0.05
UCMA,0.08,False,0.0,0.05
HMGB4,0.08,False,0.0,0.05
OR11H1,0.04,False,0.0,0.05
H2AB2,0.04,False,0.0,0.05
TRIM48,0.04,False,0.0,0.05
PSG11,0.04,False,0.0,0.05
SPANXN1,0.04,False,0.0,0.05
ACTL9,0.04,False,0.0,0.05
IDI2,0.04,False,0.0,0.05
KRTAP7-1,0.04,False,0.0,0.05
KCNRG,0.04,False,0.0,0.05
TCP11X2,0.04,False,0.0,0.05
PYDC2,0.04,False,0.0,0.05
LRRC47,0.04,False,0.0,0.05
OR12D2,0.04,False,0.0,0.05
TRIM13,0.04,False,0.0,0.05
TBC1D3F,0.04,False,0.0,0.05
C8orf90,0.04,False,0.4,0.05
VN1R2,0.04,False,0.0,0.05
SPANXN2,0.04,False,0.0,0.05
CSN1S1,0.04,False,0.0,0.05
TSSK2,0.04,False,0.0,0.05
OR6C65,0.04,False,0.0,0.05
OR2AT4,0.04,False,0.0,0.05
OR5V1,0.04,False,0.0,0.05
CRYGB,0.04,False,0.0,0.05
PLCZ1,0.04,False,0.0,0.05
OR4C15,0.04,False,0.0,0.05
ZNF630,0.04,False,0.0,0.05
OR9G4,0.04,False,0.0,0.05
USP50,0.04,False,0.0,0.05
OR2F2,0.0,False,0.0,0.05
KRTAP10-4,0.0,False,0.0,0.05
RNASE8,0.0,False,0.0,0.05
BARHL1,0.0,False,0.0,0.05
SMIM21,0.0,False,0.0,0.05
AWAT1,0.0,False,0.0,0.05
H3C4,0.0,False,0.0,0.05
OR12D1,0.0,False,0.0,0.05
KRTAP27-1,0.0,False,0.0,0.05
OR7A10,0.0,False,0.0,0.05
OPN1LW,0.0,False,0.0,0.05
WNT10A,0.0,False,0.0,0.05
IZUMO3,0.0,False,0.0,0.05
OOSP2,0.0,False,0.0,0.05
OR14C36,0.0,False,0.0,0.05
LILRA5,0.0,False,0.0,0.05
SMIM1,0.0,False,0.0,0.05
OR52E2,0.0,False,0.0,0.05
NPHS2,0.0,False,0.0,0.05
PITX3,0.0,False,0.0,0.05
GPHB5,0.0,False,0.0,0.05
CELA2B,0.0,False,0.0,0.05
OR1E2,0.0,False,0.0,0.05
H4C16,0.0,False,0.0,0.05
C11orf65,0.0,False,0.0,0.05
GALNT4,0.0,False,0.0,0.05
PRG3,0.0,False,0.0,0.05
TBC1D3E,0.0,False,0.0,0.05
LRRC69,0.0,False,0.0,0.05
UBQLNL,0.0,False,0.0,0.05
BSPH1,0.0,False,0.0,0.05
OR4E2,0.0,False,0.0,0.05
OR4X2,0.0,False,0.0,0.05
TAS1R2,0.0,False,0.0,0.05
TMEM52,0.0,False,0.0,0.05
BDH1,0.0,False,0.0,0.05
SUPT3H,0.0,False,0.0,0.05
TBC1D3,0.0,False,0.0,0.05
OR5M10,0.0,False,0.0,0.05
IL3,0.0,False,0.0,0.05
KRT35,0.0,False,0.0,0.05
BPIFA3,0.0,False,0.0,0.05
KRTAP4-12,0.0,False,0.0,0.05
LCE4A,0.0,False,0.0,0.05
CSN3,0.0,False,0.0,0.05
FAM24A,0.0,False,0.0,0.05
TSHB,0.0,False,0.0,0.05
FAM236D,0.0,False,0.0,0.05
GAGE12B,0.0,False,0.0,0.05
KRTAP6-3,0.0,False,0.0,0.05
OR1D5,0.2,False,0.0,0.04
NFILZ,0.2,False,0.0,0.04
WBP2NL,0.16,False,0.0,0.04
PRPS1L1,0.12,False,0.0,0.04
KRT28,0.12,False,0.0,0.04
NTF3,0.12,False,0.0,0.04
DTD1,0.12,False,0.0,0.04
H4C12,0.12,False,0.0,0.04
OR8U3,0.08,False,0.0,0.04
LGALS16,0.08,False,0.0,0.04
BMP15,0.08,False,0.0,0.04
ADAMDEC1,0.08,False,0.0,0.04
MYH1,0.08,False,0.0,0.04
OPN5,0.08,False,0.0,0.04
FAM178B,0.08,False,0.0,0.04
RBMY1D,0.08,False,0.0,0.04
MAGEB6B,0.08,False,0.0,0.04
MATN4,0.08,False,0.0,0.04
RGPD2,0.08,False,0.0,0.04
OR1S2,0.08,False,0.0,0.04
OR2F1,0.08,False,0.0,0.04
SETSIP,0.08,False,0.0,0.04
GJA9,0.08,False,0.0,0.04
GP9,0.08,False,0.0,0.04
FERD3L,0.08,False,0.0,0.04
TRIM42,0.08,False,0.0,0.04
OR4M1,0.08,False,0.0,0.04
OR6B1,0.08,False,0.0,0.04
UGT2A1,0.08,False,0.0,0.04
SPINT4,0.08,False,0.0,0.04
HOXA13,0.08,False,1.0,0.04
KRTAP5-2,0.08,False,0.0,0.04
GLT6D1,0.04,False,0.0,0.04
ZNF705A,0.04,False,0.0,0.04
NSUN5,0.04,False,0.32,0.04
FKBP6,0.04,False,0.0,0.04
KRTAP4-3,0.04,False,0.0,0.04
USP17L8,0.04,False,0.0,0.04
OR5BS1,0.04,False,0.0,0.04
CT45A2,0.04,False,0.0,0.04
SMIM36,0.04,False,0.0,0.04
LRRC72,0.04,False,0.0,0.04
FAM209B,0.04,False,0.0,0.04
GOLGA6D,0.04,False,0.0,0.04
GPRC6A,0.04,False,0.0,0.04
KRTAP21-1,0.04,False,0.0,0.04
SLC35E3,0.04,False,0.0,0.04
PDILT,0.04,False,0.0,0.04
NT5C1B,0.04,False,0.0,0.04
ZMYND11,0.04,False,0.0,0.04
LY6L,0.04,False,0.0,0.04
KRTAP20-4,0.04,False,0.0,0.04
TEX19,0.04,False,0.0,0.04
WFDC11,0.04,False,0.0,0.04
OR6C74,0.04,False,0.0,0.04
OR5K1,0.04,False,0.0,0.04
PRMT2,0.04,False,0.0,0.04
UBB,0.04,False,0.0,0.04
GAGE12J,0.04,False,0.0,0.04
ACTRT2,0.04,False,0.0,0.04
DUSP29,0.04,False,0.0,0.04
CHRNE,0.04,False,0.0,0.04
MTNR1B,0.04,False,0.0,0.04
TMEM253,0.04,False,0.0,0.04
MAFA,0.04,False,0.0,0.04
PWWP4,0.04,False,0.0,0.04
GHSR,0.04,False,0.0,0.04
OR10P1,0.04,False,0.0,0.04
GP6,0.04,False,0.0,0.04
HOXD3,0.04,False,0.0,0.04
OR2T12,0.04,False,0.0,0.04
TMEM89,0.04,False,0.0,0.04
RBMY1E,0.04,False,0.0,0.04
OR11H4,0.04,False,0.0,0.04
UBE2NL,0.04,False,0.0,0.04
SPDYE12,0.04,False,0.0,0.04
PLEKHA5,0.0,False,0.0,0.04
OR13D1,0.0,False,0.0,0.04
FOXR1,0.0,False,0.0,0.04
INSL3,0.0,False,0.0,0.04
SIGLEC14,0.0,False,0.0,0.04
RPL26L1,0.0,False,0.0,0.04
KRTAP24-1,0.0,False,0.0,0.04
KRTAP13-3,0.0,False,0.0,0.04
GIMD1,0.0,False,0.0,0.04
SEMA3A,0.0,False,0.0,0.04
OR4F5,0.0,False,0.0,0.04
C22orf15,0.0,False,0.0,0.04
KRABD1,0.0,False,0.0,0.04
TMPRSS9,0.0,False,0.0,0.04
VPS13A,0.0,False,0.0,0.04
OR8H3,0.0,False,0.0,0.04
OR1G1,0.0,False,0.0,0.04
DNAAF6,0.0,False,0.0,0.04
PICK1,0.0,False,0.0,0.04
TWIST2,0.0,False,0.0,0.04
MT1H,0.0,False,0.0,0.04
SEBOX,0.0,False,0.0,0.04
SCGB1D4,0.0,False,0.0,0.04
SPDYE6,0.0,False,0.0,0.04
DNAJC5B,0.0,False,0.0,0.04
TBC1D3H,0.0,False,0.0,0.04
H2BC13,0.0,False,0.0,0.04
ADRB3,0.0,False,0.0,0.04
CDRT4,0.0,False,0.0,0.04
CPLX4,0.0,False,0.0,0.04
OR2Y1,0.0,False,0.0,0.04
WNT10B,0.0,False,0.0,0.04
OR6P1,0.0,False,0.0,0.04
MC2R,0.0,False,0.0,0.04
TBC1D3C,0.0,False,0.0,0.04
KRTAP4-16,0.0,False,0.0,0.04
MAGEB3,0.0,False,0.0,0.04
OR51G2,0.0,False,0.0,0.04
OR5K3,0.0,False,0.0,0.04
OR13C9,0.0,False,0.0,0.04
CPNE1,0.0,False,0.0,0.04
HSPB9,0.0,False,0.0,0.04
PRSS58,0.0,False,0.0,0.04
ATP1B4,0.0,False,0.0,0.04
OR4Q3,0.0,False,0.0,0.04
TXNDC8,0.0,False,0.0,0.04
SMIM9,0.0,False,0.0,0.04
XAGE3,0.0,False,0.0,0.04
HS3ST3A1,0.0,False,0.0,0.04
KRTAP15-1,0.0,False,0.0,0.04
SPDYE2,0.0,False,0.0,0.04
FRG2B,0.0,False,0.0,0.04
RBMY1B,0.0,False,0.0,0.04
TEX13A,0.0,False,0.0,0.04
OR13C2,0.0,False,0.0,0.04
TAAR2,0.0,False,0.0,0.04
NKX2-6,0.0,False,0.0,0.04
BABAM2,0.0,False,0.0,0.04
KRTAP6-2,0.0,False,0.0,0.04
OR6Y1,0.0,False,0.0,0.04
AQP7B,0.0,False,0.0,0.04
SPACA5B,0.0,False,0.0,0.04
TRIM64,0.0,False,0.0,0.04
USP40,0.0,False,0.0,0.04
CT47B1,0.0,False,0.0,0.04
CHAD,0.0,False,0.0,0.04
TMEM191B,0.0,False,0.0,0.04
GFRAL,0.0,False,0.0,0.04
CRYGA,0.0,False,0.0,0.04
OR9I1,0.0,False,0.0,0.04
MROH2B,0.0,False,0.0,0.04
IFNA4,0.0,False,0.0,0.04
TSBP1,0.12,False,0.0,0.03
PDE8A,0.12,False,1.0,0.03
KCNA5,0.12,False,0.0,0.03
OR10A7,0.12,False,0.0,0.03
HCRT,0.08,False,0.0,0.03
TECTB,0.08,False,0.0,0.03
SCNN1B,0.08,False,0.0,0.03
SPDYE2B,0.08,False,0.0,0.03
OR5M3,0.08,False,0.0,0.03
CRYAA,0.08,False,0.0,0.03
MBD3L4,0.08,False,0.0,0.03
ACAN,0.04,False,0.0,0.03
FOXL3,0.04,False,0.0,0.03
DUSP23,0.04,False,0.0,0.03
S100A12,0.04,False,0.0,0.03
ALKAL2,0.04,False,0.0,0.03
OR8D4,0.04,False,0.0,0.03
PLGLB2,0.04,False,0.0,0.03
MSGN1,0.04,False,0.0,0.03
CD200R1L,0.04,False,0.0,0.03
TAAR9,0.04,False,0.0,0.03
OR1E3,0.04,False,0.0,0.03
USP17L2,0.04,False,0.0,0.03
OR5W2,0.04,False,0.0,0.03
PRKCZ,0.04,False,0.0,0.03
CELA2A,0.04,False,0.0,0.03
OR56B1,0.04,False,0.0,0.03
TPSG1,0.04,False,0.0,0.03
NTPCR,0.04,False,0.0,0.03
OR2Z1,0.04,False,0.0,0.03
TCP11X1,0.04,False,0.0,0.03
RNASEH2B,0.04,False,0.0,0.03
SPRYD7,0.04,False,0.0,0.03
RGPD5,0.04,False,0.0,0.03
OR2V1,0.04,False,0.0,0.03
ERICH6,0.04,False,0.0,0.03
WRAP73,0.04,False,0.0,0.03
FREY1,0.04,False,0.0,0.03
PRB1,0.04,False,0.0,0.03
GALP,0.04,False,0.0,0.03
TREX2,0.04,False,0.0,0.03
OR2T5,0.04,False,0.0,0.03
OR7A17,0.04,False,0.0,0.03
DPRX,0.04,False,0.0,0.03
OR4D11,0.04,False,0.0,0.03
OR10J1,0.04,False,0.0,0.03
OR11H12,0.04,False,0.0,0.03
TP53TG3E,0.04,False,0.0,0.03
TSLP,0.04,False,0.0,0.03
C20orf173,0.04,False,0.0,0.03
TAAR6,0.04,False,0.0,0.03
MS4A6E,0.04,False,0.0,0.03
IQCF3,0.04,False,0.0,0.03
CHRM5,0.04,False,0.0,0.03
SPATA31D4,0.04,False,0.0,0.03
OR1B1,0.04,False,0.0,0.03
DBX1,0.04,False,0.0,0.03
OR4S2,0.04,False,0.0,0.03
KRTAP5-6,0.04,False,0.0,0.03
CHRNB3,0.04,False,0.0,0.03
PDHA1,0.04,False,0.0,0.03
ATP23,0.04,False,0.0,0.03
C9orf57,0.04,False,0.0,0.03
OR4B1,0.04,False,0.0,0.03
TSHZ2,0.04,False,0.0,0.03
IL31,0.04,False,0.0,0.03
SAXO1,0.04,False,0.0,0.03
ZNF593OS,0.04,False,0.0,0.03
SLCO1B7,0.04,False,0.0,0.03
BLOC1S1,0.04,False,0.0,0.03
OR5M1,0.04,False,0.0,0.03
CD300E,0.0,False,0.0,0.03
TAS2R40,0.0,False,0.0,0.03
DNAH11,0.0,False,0.0,0.03
OR13C8,0.0,False,0.0,0.03
TSACC,0.0,False,0.0,0.03
OR10J4,0.0,False,0.0,0.03
OR10X1,0.0,False,0.0,0.03
FRMD7,0.0,False,0.0,0.03
SMIM47,0.0,False,0.0,0.03
OR11A1,0.0,False,0.0,0.03
OR10C1,0.0,False,0.0,0.03
OR2AK2,0.0,False,0.0,0.03
ZNF718,0.0,False,0.0,0.03
KRTAP10-11,0.0,False,0.0,0.03
GOLGA6L4,0.0,False,0.0,0.03
EFCAB9,0.0,False,0.0,0.03
OR5A2,0.0,False,0.0,0.03
SPDYE8,0.0,False,0.0,0.03
MGAT4D,0.0,False,0.0,0.03
OPN1MW,0.0,False,0.0,0.03
SPANXC,0.0,False,0.0,0.03
DUXB,0.0,False,0.0,0.03
A4GNT,0.0,False,0.0,0.03
OR2J2,0.0,False,0.0,0.03
PRAMEF33,0.0,False,0.0,0.03
LHX1,0.0,False,0.0,0.03
DUSP21,0.0,False,0.0,0.03
ODF4,0.0,False,0.0,0.03
OR4D1,0.0,False,0.0,0.03
RARRES2,0.0,False,0.0,0.03
WFDC3,0.0,False,0.0,0.03
EFCAB8,0.0,False,0.0,0.03
H4C7,0.0,False,0.0,0.03
MEOX2,0.0,False,0.0,0.03
TSPY8,0.0,False,0.0,0.03
OR1E1,0.0,False,0.0,0.03
HSPA1B,0.0,False,0.0,0.03
NPPB,0.0,False,0.0,0.03
C6orf141,0.0,False,0.0,0.03
CACNG5,0.0,False,0.0,0.03
LIMS4,0.0,False,0.0,0.03
TM4SF19,0.0,False,0.0,0.03
DHRS7C,0.0,False,0.0,0.03
OR14I1,0.0,False,0.0,0.03
DNAAF1,0.0,False,0.0,0.03
MS4A4E,0.0,False,0.0,0.03
NMUR1,0.0,False,0.0,0.03
CGB2,0.0,False,0.0,0.03
OR51I1,0.0,False,0.0,0.03
COMMD9,0.0,False,0.0,0.03
OR2A2,0.0,False,0.0,0.03
NTMT2,0.0,False,0.0,0.03
GYPB,0.0,False,0.0,0.03
OR8J2,0.0,False,0.0,0.03
CST9L,0.0,False,0.0,0.03
DCTPP1,0.0,False,0.0,0.03
FBXO21,0.0,False,0.0,0.03
RGPD1,0.0,False,0.0,0.03
TAS2R16,0.0,False,0.0,0.03
HCRTR2,0.0,False,0.0,0.03
MRI1,0.0,False,0.0,0.03
CSMD1,0.0,False,0.0,0.03
MLH3,0.0,False,0.0,0.03
RTL8A,0.0,False,0.0,0.03
TSNARE1,0.0,False,0.0,0.03
PANX3,0.0,False,0.0,0.03
KCNC4,0.0,False,0.0,0.03
MBD3L5,0.0,False,0.0,0.03
ESR2,0.0,False,0.0,0.03
METTL21C,0.0,False,0.0,0.03
DHH,0.0,False,0.0,0.03
TGM7,0.0,False,0.0,0.03
OR5G3,0.0,False,0.0,0.03
CFAP161,0.0,False,0.0,0.03
GSC2,0.0,False,0.0,0.03
AS3MT,0.0,False,0.0,0.03
FBLN7,0.0,False,0.0,0.03
H1-4,0.0,False,0.0,0.03
SGCA,0.0,False,0.0,0.03
CABP2,0.0,False,0.0,0.03
MIER2,0.0,False,0.0,0.03
COP1,0.0,False,0.0,0.03
RAB36,0.0,False,0.0,0.03
OR7G1,0.0,False,0.0,0.03
OR10Z1,0.0,False,0.0,0.03
ZNF679,0.0,False,0.0,0.03
DRD3,0.0,False,0.0,0.03
SMR3A,0.0,False,0.0,0.03
TRIM51,0.0,False,0.0,0.03
RDH13,0.0,False,0.0,0.03
ESD,0.0,False,0.0,0.03
TSGA13,0.0,False,0.0,0.03
RXFP2,0.0,False,0.0,0.03
BLK,0.0,False,0.0,0.03
SLC16A10,0.0,False,0.0,0.03
RAX,0.0,False,0.0,0.03
RDM1,0.0,False,0.0,0.03
CYP11B1,0.0,False,0.0,0.03
IFNA17,0.0,False,0.0,0.03
OR8K5,0.0,False,0.0,0.03
OR1D4,0.0,False,0.0,0.03
BHLHE23,0.0,False,0.0,0.03
DRD4,0.0,False,0.0,0.03
OR7C2,0.0,False,0.0,0.03
TBPL2,0.0,False,0.0,0.03
MPO,0.0,False,0.0,0.03
H4C11,0.0,False,0.0,0.03
SPATA3,0.0,False,0.0,0.03
OR2K2,0.0,False,0.0,0.03
CAPZA3,0.0,False,0.0,0.03
HLA-DQA2,0.0,False,0.0,0.03
ESX1,0.0,False,0.0,0.03
CLEC20A,0.0,False,0.0,0.03
OR10K1,0.0,False,0.0,0.03
GPX3,0.0,False,0.0,0.03
IQCF5,0.0,False,0.0,0.03
MDFIC2,0.0,False,0.0,0.03
CXorf65,0.0,False,0.0,0.03
GZMB,0.0,False,0.0,0.03
IFNA5,0.0,False,0.0,0.03
LDLRAD2,0.0,False,0.0,0.03
OR10A6,0.0,False,0.0,0.03
PSG9,0.0,False,0.0,0.03
LCN10,0.0,False,0.0,0.03
ARSD,0.0,False,0.0,0.03
ZC2HC1B,0.0,False,0.0,0.03
OR4C13,0.0,False,0.0,0.03
SUMO4,0.0,False,0.0,0.03
IFNA14,0.0,False,0.0,0.03
BMP8B,0.0,False,0.0,0.03
LYZL1,0.0,False,0.0,0.03
TSPY3,0.0,False,0.0,0.03
PTH2,0.0,False,0.0,0.03
OR1A1,0.0,False,0.0,0.03
FBXO16,0.0,False,0.0,0.03
REP15,0.0,False,0.0,0.03
HEATR4,0.0,False,0.0,0.03
SCN10A,0.0,False,0.0,0.03
BMX,0.0,False,0.0,0.03
PARP16,0.0,False,0.0,0.03
KRTAP5-11,0.0,False,0.0,0.03
TAS2R8,0.0,False,0.0,0.03
TEX47,0.0,False,0.0,0.03
SLC17A6,0.0,False,0.0,0.03
KRTAP17-1,0.0,False,0.0,0.03
KCNH7,0.0,False,0.0,0.03
MISFA,0.0,False,0.0,0.03
FRG1,0.0,False,0.0,0.03
C2orf78,0.0,False,0.0,0.03
CIMIP4,0.0,False,0.0,0.03
RHO,0.0,False,0.0,0.03
IL22,0.0,False,0.0,0.03
DNMT3L,0.0,False,0.0,0.03
OR5D14,0.0,False,0.0,0.03
OR6C76,0.0,False,0.0,0.03
C2CD4D,0.0,False,0.0,0.03
CPXCR1,0.0,False,0.0,0.03
OR10G6,0.0,False,0.0,0.03
SPACA7,0.0,False,0.0,0.03
PIGB,0.2,False,1.0,0.02
LGR6,0.12,False,0.0,0.02
SLX1B,0.12,False,0.0,0.02
PLD6,0.12,False,0.0,0.02
CATSPER4,0.12,False,0.0,0.02
H4C9,0.12,False,0.0,0.02
AWAT2,0.12,False,0.0,0.02
FAM47B,0.08,False,0.0,0.02
H2AC11,0.08,False,0.0,0.02
NMU,0.08,False,0.0,0.02
ZNF177,0.08,False,0.0,0.02
C5orf63,0.08,False,0.0,0.02
GPHN,0.08,False,0.0,0.02
WDR93,0.08,False,0.0,0.02
GK3,0.08,False,0.0,0.02
ESPNL,0.08,False,0.0,0.02
RGPD4,0.08,False,0.0,0.02
ARGFX,0.08,False,0.0,0.02
GRIN3B,0.08,False,0.0,0.02
WFDC9,0.08,False,0.0,0.02
OR10H5,0.08,False,0.0,0.02
